build,level,n,melee_defense_base_mean,magic_defense_base_mean,missile_defense_base_mean,missile_weapons_base_mean,light_weapons_base_mean,heavy_weapons_base_mean,finesse_weapons_base_mean,two_handed_combat_base_mean,war_magic_base_mean,void_magic_base_mean,life_magic_base_mean,fletching_base_mean,melee_defense_base_min,magic_defense_base_min,missile_defense_base_min,missile_weapons_base_min,light_weapons_base_min,heavy_weapons_base_min,finesse_weapons_base_min,two_handed_combat_base_min,war_magic_base_min,void_magic_base_min,life_magic_base_min,fletching_base_min,melee_defense_base_max,magic_defense_base_max,missile_defense_base_max,missile_weapons_base_max,light_weapons_base_max,heavy_weapons_base_max,finesse_weapons_base_max,two_handed_combat_base_max,war_magic_base_max,void_magic_base_max,life_magic_base_max,fletching_base_max
ARCHER,176,1,403,276,280,361,173,173,187,173,0,0,283,361,403,276,280,361,173,173,187,173,0,0,283,361,403,276,280,361,173,173,187,173,0,0,283,361
ARCHER,177,4,384,230,146,371,154,154,173,154,0,0,229,382,354,200,94,360,147,147,157,147,0,0,96,366,423,251,282,381,160,160,187,160,0,0,290,394
ARCHER,178,2,404,266,108,378,152,152,180,152,0,0,292,354,380,253,100,375,150,150,167,150,0,0,283,321,429,278,116,381,153,153,193,153,0,0,300,388
ARCHER,179,3,317,165,100,303,140,140,168,140,0,0,186,204,138,26,77,152,112,112,128,112,0,0,0,0,421,246,114,381,162,162,190,162,0,0,291,345
ARCHER,181,4,371,208,162,370,159,159,179,159,0,0,144,366,227,172,92,341,150,150,153,150,0,0,0,328,429,249,332,381,168,168,193,168,0,0,295,383
ARCHER,182,1,372,205,100,135,163,163,167,163,0,0,235,272,372,205,100,135,163,163,167,163,0,0,235,272,372,205,100,135,163,163,167,163,0,0,235,272
ARCHER,183,1,400,248,106,366,153,153,177,153,0,0,290,323,400,248,106,366,153,153,177,153,0,0,290,323,400,248,106,366,153,153,177,153,0,0,290,323
ARCHER,184,4,313,203,118,316,162,162,145,162,0,0,109,242,105,46,57,145,142,142,95,142,0,0,0,0,403,271,225,379,177,177,173,177,0,0,357,355
ARCHER,185,1,429,223,271,381,170,170,193,170,0,0,254,332,429,223,271,381,170,170,193,170,0,0,254,332,429,223,271,381,170,170,193,170,0,0,254,332
ARCHER,186,1,429,301,116,377,156,156,193,156,0,0,270,387,429,301,116,377,156,156,193,156,0,0,270,387,429,301,116,377,156,156,193,156,0,0,270,387
ARCHER,188,2,375,236,103,378,162,162,172,162,0,0,264,375,330,230,94,375,162,162,156,162,0,0,259,375,420,243,112,381,163,163,187,163,0,0,270,375
ARCHER,189,2,412,162,219,268,163,163,192,163,0,0,266,289,395,61,116,155,153,153,190,153,0,0,255,180,429,264,322,381,173,173,193,173,0,0,278,398
ARCHER,190,1,416,255,108,381,172,172,180,172,0,0,85,326,416,255,108,381,172,172,180,172,0,0,85,326,416,255,108,381,172,172,180,172,0,0,85,326
ARCHER,191,2,414,227,183,380,166,166,182,166,0,0,272,329,413,201,113,379,152,152,177,152,0,0,259,310,415,253,253,381,180,180,188,180,0,0,284,348
ARCHER,192,2,428,266,115,381,173,173,192,173,0,0,0,356,426,250,114,381,173,173,190,173,0,0,0,331,429,282,116,381,173,173,193,173,0,0,0,382
ARCHER,193,1,405,250,112,381,172,172,187,172,0,0,270,380,405,250,112,381,172,172,187,172,0,0,270,380,405,250,112,381,172,172,187,172,0,0,270,380
ARCHER,194,2,278,130,154,254,163,163,160,163,0,0,0,162,148,127,104,128,158,158,148,158,0,0,0,0,409,134,205,381,168,168,173,168,0,0,0,325
ARCHER,198,2,429,277,116,381,163,163,193,163,0,0,288,404,429,251,116,381,163,163,193,163,0,0,285,403,429,303,116,381,163,163,193,163,0,0,290,405
ARCHER,200,6,376,174,147,336,157,157,171,157,0,0,235,299,231,66,67,123,150,150,112,150,0,0,0,0,429,238,259,381,163,163,193,163,0,0,310,400
ARCHER,201,1,418,265,109,380,159,159,182,159,0,0,300,401,418,265,109,380,159,159,182,159,0,0,300,401,418,265,109,380,159,159,182,159,0,0,300,401
ARCHER,202,2,354,210,165,251,160,256,154,160,0,0,265,228,320,183,87,127,143,143,145,143,0,0,231,201,388,237,243,375,178,369,163,178,0,0,299,256
ARCHER,203,2,429,174,280,268,180,180,193,180,0,0,283,254,429,103,265,155,177,177,193,177,0,0,280,180,429,244,294,381,184,184,193,184,0,0,286,329
ARCHER,204,2,414,276,163,381,172,172,188,172,0,0,226,359,400,260,116,381,167,167,183,167,0,0,156,331,429,291,210,381,177,177,193,177,0,0,295,387
ARCHER,205,3,412,217,112,371,167,167,187,167,0,0,254,350,391,141,110,355,159,159,183,159,0,0,218,290,424,265,114,380,180,180,189,180,0,0,308,384
ARCHER,206,1,414,200,112,365,173,173,187,173,0,0,280,380,414,200,112,365,173,173,187,173,0,0,280,380,414,200,112,365,173,173,187,173,0,0,280,380
ARCHER,207,1,137,21,76,311,107,107,127,107,0,0,38,319,137,21,76,311,107,107,127,107,0,0,38,319,137,21,76,311,107,107,127,107,0,0,38,319
ARCHER,208,2,416,242,114,378,167,167,189,167,0,0,300,350,408,224,111,375,159,159,185,159,0,0,296,309,423,259,116,381,175,175,193,175,0,0,305,391
ARCHER,209,3,204,134,69,167,127,127,116,127,0,0,297,175,81,64,40,60,110,110,67,110,0,0,283,0,429,275,116,381,160,160,193,160,0,0,326,422
ARCHER,210,4,324,194,87,299,155,155,197,155,0,0,216,269,67,8,34,60,110,110,57,110,0,0,0,0,429,263,116,381,180,180,377,180,0,0,304,393
ARCHER,211,2,395,258,107,373,172,172,178,172,0,0,310,364,391,232,98,365,172,172,163,172,0,0,278,313,399,285,116,381,173,173,193,173,0,0,343,415
ARCHER,212,2,410,254,106,381,160,160,176,160,0,0,313,392,392,247,95,381,158,158,158,158,0,0,285,386,429,262,116,381,163,163,193,163,0,0,341,399
ARCHER,214,4,419,242,210,377,156,156,183,156,0,0,302,397,389,218,92,366,140,140,153,140,0,0,250,389,429,254,316,381,163,163,193,163,0,0,320,405
ARCHER,215,3,428,224,240,381,169,169,193,169,0,0,284,401,425,155,116,381,163,163,193,163,0,0,212,397,429,278,316,381,180,180,193,180,0,0,320,408
ARCHER,216,5,300,203,93,217,137,137,155,137,0,0,268,271,77,39,46,60,83,83,77,83,0,0,202,0,410,256,113,381,165,165,189,165,0,0,338,402
ARCHER,218,2,282,244,98,370,156,156,164,156,0,0,304,378,136,229,81,360,150,150,136,150,0,0,295,363,429,258,116,381,163,163,193,163,0,0,314,393
ARCHER,219,1,409,287,104,381,159,159,173,159,0,0,374,353,409,287,104,381,159,159,173,159,0,0,374,353,409,287,104,381,159,159,173,159,0,0,374,353
ARCHER,220,2,415,162,116,381,170,170,193,170,0,0,304,380,401,53,116,381,167,167,193,167,0,0,299,360,429,271,116,381,173,173,193,173,0,0,309,400
ARCHER,221,5,409,261,146,376,163,163,181,163,0,69,293,312,385,250,98,365,153,153,163,153,0,0,273,0,429,279,296,381,170,170,193,170,0,346,305,413
ARCHER,222,1,429,271,205,381,173,173,193,173,0,0,318,413,429,271,205,381,173,173,193,173,0,0,318,413,429,271,205,381,173,173,193,173,0,0,318,413
ARCHER,223,2,236,136,170,220,132,132,119,132,0,0,144,240,45,16,27,60,102,102,45,102,0,0,0,52,428,255,314,381,163,163,193,163,0,0,288,429
ARCHER,224,1,429,291,300,381,163,163,193,163,0,0,0,369,429,291,300,381,163,163,193,163,0,0,0,369,429,291,300,381,163,163,193,163,0,0,0,369
ARCHER,225,3,384,230,104,327,149,149,173,149,0,0,207,240,293,144,80,219,106,106,133,106,0,0,0,0,429,275,116,381,177,177,193,177,0,0,326,404
ARCHER,226,3,425,202,161,379,166,166,193,166,0,0,283,275,416,129,116,375,160,160,193,160,0,0,258,197,429,272,250,381,170,170,193,170,0,0,321,325
ARCHER,228,3,404,270,172,381,166,166,171,166,0,0,323,389,383,255,95,381,161,161,158,161,0,0,314,316,429,278,324,381,173,173,193,173,0,0,331,429
ARCHER,229,2,429,278,218,381,163,163,193,163,0,0,331,408,429,278,116,381,163,163,193,163,0,0,331,405,429,278,320,381,163,163,193,163,0,0,331,410
ARCHER,230,5,403,270,142,381,154,154,167,154,0,0,244,323,387,251,91,381,132,132,151,132,0,0,0,203,429,278,324,381,163,163,193,163,0,0,331,429
ARCHER,231,3,420,239,111,381,166,166,184,166,0,0,323,270,403,228,100,381,157,157,167,157,0,0,318,0,429,260,116,381,177,177,193,177,0,0,331,409
ARCHER,233,2,429,274,220,381,172,172,193,172,0,0,320,330,429,271,116,381,163,163,193,163,0,0,308,300,429,278,324,381,180,180,193,180,0,0,331,361
ARCHER,234,2,417,264,218,379,159,159,189,159,0,0,310,406,405,250,111,377,155,155,185,155,0,0,290,401,429,278,324,381,163,163,193,163,0,0,331,412
ARCHER,236,2,429,290,116,381,168,168,193,168,0,0,327,356,429,274,116,381,163,163,193,163,0,0,323,351,429,306,116,381,173,173,193,173,0,0,331,360
ARCHER,237,3,425,213,176,381,171,171,189,171,0,0,216,403,416,91,108,381,163,163,180,163,0,0,0,384,429,278,303,381,180,180,193,180,0,0,331,417
ARCHER,238,5,374,282,153,381,162,162,186,162,0,0,324,398,163,265,98,381,158,158,163,158,0,0,304,383,429,306,324,381,163,163,193,163,0,0,359,415
ARCHER,239,7,394,252,127,363,163,163,181,163,0,47,270,389,269,129,98,255,141,141,163,141,0,0,0,243,429,278,246,381,177,177,193,177,0,331,331,429
ARCHER,240,4,406,251,158,381,166,166,181,166,92,0,245,404,382,148,97,381,163,163,162,163,0,0,0,392,429,306,312,381,170,170,193,170,369,0,341,429
ARCHER,241,4,429,268,227,381,160,160,193,160,0,0,224,392,429,225,116,381,158,158,193,158,0,0,0,385,429,313,352,381,163,163,193,163,0,0,308,402
ARCHER,242,3,419,269,179,381,163,163,183,163,0,0,216,408,399,257,116,381,163,163,163,163,0,0,0,395,429,278,306,381,163,163,193,163,0,0,331,429
ARCHER,243,4,389,244,102,360,157,157,171,157,0,0,163,382,319,147,85,305,123,123,142,123,0,0,0,324,418,290,116,381,178,178,193,178,0,0,331,417
ARCHER,244,3,288,202,85,274,141,141,142,141,0,0,108,318,63,65,38,60,100,100,63,100,0,0,0,110,401,278,116,381,163,163,193,163,0,0,323,429
ARCHER,245,2,418,308,109,381,163,163,182,163,0,0,182,414,406,306,102,381,163,163,170,163,0,0,0,398,429,309,116,381,163,163,193,163,0,0,364,429
ARCHER,246,4,426,278,114,381,162,162,190,162,0,0,326,405,418,253,109,381,161,161,182,161,0,0,316,380,429,306,116,381,163,163,193,163,0,0,331,426
ARCHER,247,3,416,270,236,380,164,164,183,164,0,0,328,417,399,255,98,378,163,163,163,163,0,0,318,406,429,284,324,381,167,167,193,167,0,0,341,429
ARCHER,248,6,424,281,185,381,165,165,193,165,0,0,319,392,401,265,116,381,163,163,193,163,0,0,308,319,429,306,324,381,173,173,193,173,0,0,331,429
ARCHER,249,1,205,251,114,155,166,166,191,166,0,0,318,0,205,251,114,155,166,166,191,166,0,0,318,0,205,251,114,155,166,166,191,166,0,0,318,0
ARCHER,250,2,414,278,211,381,170,170,178,170,0,0,316,429,399,278,98,381,163,163,163,163,0,0,301,429,429,278,324,381,177,177,193,177,0,0,331,429
ARCHER,252,2,424,278,113,381,165,165,188,165,0,0,340,408,419,275,110,381,163,163,183,163,0,0,326,404,429,282,116,381,167,167,193,167,0,0,353,411
ARCHER,253,5,413,273,110,381,165,165,182,165,0,0,322,328,371,265,98,381,163,163,163,163,0,0,308,0,429,278,116,381,173,173,193,173,0,0,331,429
ARCHER,254,2,429,272,116,381,163,163,193,163,0,0,321,408,429,267,116,381,163,163,193,163,0,0,311,387,429,278,116,381,163,163,193,163,0,0,331,429
ARCHER,256,3,307,223,96,344,161,161,161,161,0,0,214,333,117,144,68,274,150,150,113,150,0,0,0,232,403,271,116,381,173,173,193,173,0,0,324,385
ARCHER,257,3,420,278,116,381,163,163,193,163,0,0,340,416,401,272,116,381,163,163,193,163,0,0,321,389,429,284,116,381,163,163,193,163,0,0,359,429
ARCHER,258,3,296,155,186,259,148,148,135,148,0,0,104,186,77,14,40,60,110,110,67,110,0,0,0,0,429,296,324,381,170,170,193,170,0,0,313,403
ARCHER,259,1,428,275,311,381,185,185,192,185,0,0,326,395,428,275,311,381,185,185,192,185,0,0,326,395,428,275,311,381,185,185,192,185,0,0,326,395
ARCHER,260,2,429,306,116,381,163,163,193,163,0,0,331,429,429,306,116,381,163,163,193,163,0,0,331,429,429,306,116,381,163,163,193,163,0,0,331,429
ARCHER,261,3,323,198,97,274,145,145,162,145,0,0,218,261,140,14,78,60,110,110,130,110,0,0,0,0,429,302,116,381,163,163,193,163,0,0,331,413
ARCHER,262,2,373,206,219,348,145,145,168,145,0,0,154,347,317,157,86,315,127,127,144,127,0,0,0,295,429,254,352,381,163,163,193,163,0,0,308,399
ARCHER,263,4,429,276,168,381,172,172,193,172,0,0,326,401,429,272,116,381,163,163,193,163,0,0,321,385,429,278,324,381,183,183,193,183,0,0,331,429
ARCHER,264,4,429,278,272,381,168,168,193,168,0,0,344,417,428,274,116,381,163,163,192,163,0,0,323,391,429,283,324,381,173,173,193,173,0,0,367,429
ARCHER,265,5,402,271,152,370,163,163,225,163,0,0,257,330,364,211,95,326,135,135,178,135,0,0,0,0,429,300,324,381,178,178,366,178,0,0,333,429
ARCHER,266,3,429,271,255,381,163,163,193,163,0,0,318,394,429,265,116,381,163,163,193,163,0,0,308,344,429,278,324,381,163,163,193,163,0,0,331,429
ARCHER,267,2,398,230,108,350,159,159,284,159,0,0,166,125,366,182,99,320,155,155,193,155,0,0,0,0,429,278,116,381,163,163,375,163,0,0,331,250
ARCHER,269,5,421,283,194,381,168,168,185,168,0,0,336,415,406,272,102,381,163,163,170,163,0,0,321,399,429,306,324,381,177,177,193,177,0,0,361,429
ARCHER,270,2,346,216,98,328,150,150,230,150,0,0,170,318,262,119,80,276,137,137,193,137,0,0,0,207,429,312,116,381,163,163,267,163,0,0,341,429
ARCHER,271,1,429,265,116,381,163,163,193,163,0,0,308,399,429,265,116,381,163,163,193,163,0,0,308,399,429,265,116,381,163,163,193,163,0,0,308,399
ARCHER,272,2,429,287,234,381,175,175,193,175,0,0,322,397,429,274,116,381,163,163,193,163,0,0,321,388,429,300,352,381,187,187,193,187,0,0,323,406
ARCHER,273,1,429,274,116,381,163,163,193,163,0,0,324,382,429,274,116,381,163,163,193,163,0,0,324,382,429,274,116,381,163,163,193,163,0,0,324,382
ARCHER,274,4,410,260,221,376,167,167,184,167,0,0,298,376,359,189,97,361,163,163,162,163,0,0,225,311,429,302,352,381,173,173,193,173,0,0,331,413
ARCHER,275,470,424,286,137,378,164,164,192,164,0,1,318,392,120,14,56,60,46,46,93,46,0,0,0,0,429,316,324,381,193,193,429,193,0,331,376,429
MAGE,11,22,21,39,11,12,26,28,18,26,54,25,49,0,7,34,4,5,7,7,7,7,0,0,0,0,96,66,30,60,50,58,50,50,133,130,127,0
MAGE,12,17,30,41,11,11,23,23,21,23,56,21,57,0,7,34,4,5,12,12,7,12,0,0,0,0,91,59,26,59,51,51,70,51,124,128,120,0
MAGE,13,17,23,39,11,11,27,27,18,30,62,24,59,0,7,34,4,5,7,7,7,7,0,0,0,0,72,54,25,58,52,52,42,88,148,137,144,0
MAGE,14,18,23,40,11,10,32,28,18,28,73,21,83,0,7,34,4,5,10,10,7,10,0,0,0,0,102,70,31,60,128,54,52,54,142,149,141,0
MAGE,15,22,30,46,12,15,26,26,19,26,72,23,64,4,7,34,4,5,7,7,7,7,0,0,0,0,81,131,28,58,57,57,47,57,157,150,136,77
MAGE,16,89,17,38,9,12,32,32,16,32,41,19,55,0,7,34,4,5,7,7,7,7,0,0,0,0,72,120,33,78,62,62,55,62,160,163,154,42
MAGE,17,24,31,42,16,27,32,32,27,32,60,45,73,4,7,34,4,5,7,7,7,7,0,0,0,0,90,57,24,50,56,56,40,56,167,156,139,85
MAGE,18,17,27,48,11,13,33,33,19,33,85,25,83,0,7,34,4,5,13,13,7,13,0,0,0,0,101,85,29,50,52,52,48,52,166,153,160,0
MAGE,19,12,22,42,10,10,31,31,17,31,50,28,78,6,7,29,4,5,7,7,7,7,0,0,0,0,118,57,32,43,63,63,53,63,179,148,161,72
MAGE,20,24,37,52,14,14,31,31,24,31,70,41,87,5,7,34,4,5,7,7,7,7,0,0,0,0,114,113,35,70,60,60,58,60,185,180,181,117
MAGE,21,19,26,50,12,14,33,33,21,33,74,19,73,0,7,34,4,5,17,17,7,17,0,0,0,0,84,99,24,50,74,74,39,74,193,166,158,0
MAGE,22,16,36,50,16,30,42,44,26,42,62,12,89,12,7,34,4,5,7,7,7,7,0,0,0,0,167,103,44,195,73,108,74,73,180,190,183,192
MAGE,23,11,22,54,12,16,42,47,20,42,59,0,96,0,7,34,4,5,17,17,7,17,0,0,0,0,56,94,32,53,67,121,53,67,196,0,190,0
MAGE,24,33,28,56,11,13,44,44,19,44,75,7,90,3,7,34,4,5,7,7,7,7,0,0,0,0,140,113,34,65,77,77,57,77,201,190,180,94
MAGE,25,20,20,54,12,10,35,32,20,32,91,11,104,0,7,34,4,5,7,7,7,7,0,0,0,0,43,117,26,28,128,59,43,59,210,165,182,0
MAGE,26,9,22,64,13,15,35,35,22,35,72,57,97,0,7,34,4,5,19,19,7,19,0,0,0,0,42,107,24,50,50,50,40,50,195,210,180,0
MAGE,27,22,59,75,23,39,53,53,39,53,52,64,102,18,7,34,4,5,13,13,7,13,0,0,0,0,166,141,48,171,88,88,80,88,192,208,202,201
MAGE,28,14,59,80,26,41,51,52,43,51,101,28,110,13,7,34,4,5,14,14,7,14,0,0,0,0,155,149,52,210,93,93,86,93,223,207,195,186
MAGE,29,8,57,73,25,31,45,45,42,45,91,68,114,0,7,34,4,5,7,7,7,7,0,0,0,0,195,142,44,78,74,74,74,74,222,201,201,0
MAGE,30,14,33,70,13,12,44,44,22,44,112,37,118,0,7,34,4,5,14,14,7,14,0,0,0,0,107,124,38,43,73,73,64,73,204,192,200,0
MAGE,31,11,32,72,14,29,33,33,24,33,79,29,65,11,7,34,4,5,10,10,7,10,0,0,0,0,167,167,48,232,80,80,80,80,222,162,177,121
MAGE,32,15,34,71,16,14,38,38,26,38,105,41,116,0,7,34,4,5,12,12,7,12,0,0,0,0,152,140,36,55,70,70,60,70,206,187,193,0
MAGE,33,20,58,60,17,18,45,45,29,45,69,41,98,0,7,34,4,5,12,12,7,12,0,0,0,0,165,139,37,46,70,70,61,70,209,235,211,0
MAGE,34,11,36,79,15,17,40,48,24,40,92,53,128,0,7,34,4,5,16,16,7,16,0,0,0,0,211,157,51,89,89,154,85,89,216,229,221,0
MAGE,35,14,44,62,18,21,42,42,30,42,88,49,129,0,7,34,4,5,18,18,7,18,0,0,0,0,223,125,54,90,83,83,90,83,251,197,224,0
MAGE,36,12,60,65,24,30,56,56,41,56,93,32,101,37,7,34,4,5,17,17,7,17,0,0,0,0,220,152,60,100,100,100,100,100,241,210,203,242
MAGE,37,6,61,66,25,26,57,57,42,57,140,0,110,0,7,34,4,5,20,20,7,20,0,0,0,0,200,128,54,68,80,80,89,80,239,0,226,0
MAGE,38,20,35,73,17,16,42,42,29,42,68,68,139,0,7,34,4,5,13,13,7,13,0,0,0,0,182,155,42,65,75,75,69,75,254,254,233,0
MAGE,39,22,75,71,27,37,60,60,45,60,68,60,129,10,7,34,4,5,21,21,7,21,0,0,0,0,204,155,58,95,98,98,97,98,247,260,210,213
MAGE,40,15,36,71,22,37,57,57,36,57,87,0,150,33,7,34,4,5,19,19,7,19,0,0,0,0,87,142,52,211,99,99,87,99,246,0,234,260
MAGE,41,17,52,89,29,42,60,60,48,60,133,21,125,13,7,34,4,5,7,7,7,7,0,0,0,0,110,153,62,105,103,103,103,103,253,235,240,213
MAGE,42,8,61,82,20,20,44,44,33,44,121,51,134,0,7,34,4,5,17,17,7,17,0,0,0,0,165,142,36,47,66,66,60,66,263,240,247,0
MAGE,43,17,67,75,22,26,48,48,46,48,70,64,113,0,7,34,4,5,17,17,7,17,0,0,0,0,193,171,57,94,94,94,250,94,256,260,247,0
MAGE,44,10,114,70,37,54,63,63,61,63,56,21,115,47,7,34,4,5,20,20,7,20,0,0,0,0,260,160,62,105,103,103,103,103,220,213,250,241
MAGE,45,8,59,70,20,21,45,45,32,45,183,0,133,0,7,34,4,5,7,7,7,7,60,0,0,0,186,108,52,66,76,76,87,76,273,0,240,0
MAGE,46,16,64,82,25,26,53,53,42,54,110,60,147,0,7,34,4,5,15,15,7,15,0,0,0,0,198,169,60,100,103,103,100,103,273,268,250,0
MAGE,47,16,51,82,21,30,60,60,35,60,63,33,103,0,7,34,4,5,15,15,7,15,0,0,0,0,204,163,56,93,101,101,93,101,274,268,248,0
MAGE,48,17,107,95,34,47,69,69,57,69,72,66,183,0,7,34,4,5,23,23,7,23,0,0,0,0,211,143,62,100,103,103,103,103,272,212,270,0
MAGE,49,12,78,111,27,28,65,65,45,65,122,69,166,0,7,34,4,5,37,37,7,37,0,0,0,0,230,164,58,51,87,87,97,87,270,278,263,0
MAGE,50,32,89,87,29,36,68,68,49,64,82,48,115,16,7,32,4,5,20,20,7,20,0,0,0,0,276,173,63,115,178,203,105,105,292,277,269,300
MAGE,51,16,99,99,36,45,69,69,61,69,114,65,154,0,7,30,4,5,20,20,7,20,0,0,0,0,242,189,66,105,103,103,110,103,271,273,256,0
MAGE,52,20,126,103,46,59,79,79,76,79,97,93,186,7,23,34,14,5,43,43,23,43,0,0,0,0,233,200,64,110,107,107,107,107,284,272,267,143
MAGE,53,17,35,80,15,20,66,64,26,64,29,26,212,0,7,34,4,5,35,35,7,35,0,0,0,0,231,152,51,93,115,115,85,115,267,283,278,0
MAGE,54,13,70,81,24,32,46,46,39,46,54,32,116,0,7,34,4,5,17,17,7,17,0,0,0,0,186,184,48,60,80,80,80,80,290,255,273,0
MAGE,55,12,96,115,40,49,79,79,67,79,171,48,212,0,23,63,14,5,37,37,23,37,0,0,84,0,220,179,66,100,107,107,110,107,291,290,277,0
MAGE,56,26,73,75,26,41,67,68,46,64,53,61,101,21,7,34,4,5,20,20,7,20,0,0,0,0,255,176,58,170,163,170,119,120,239,301,272,125
MAGE,57,25,48,64,19,32,54,54,32,54,43,15,93,14,7,34,4,5,7,7,7,7,0,0,0,0,180,180,48,235,93,93,80,93,290,80,245,132
MAGE,58,17,86,116,33,28,65,65,51,65,111,32,191,0,7,34,4,5,27,27,7,27,0,0,0,0,269,209,221,109,111,111,304,111,290,290,279,0
MAGE,59,13,83,107,28,34,72,78,47,72,114,39,142,8,7,34,4,5,47,47,7,47,0,0,0,0,203,198,64,105,113,134,107,113,290,210,267,105
MAGE,60,14,100,102,42,52,76,76,62,76,45,108,183,8,7,42,4,5,54,54,7,54,0,0,0,0,180,170,100,145,98,98,83,98,292,298,278,118
MAGE,61,9,77,114,29,28,62,62,49,62,166,61,187,19,7,34,4,5,13,13,7,13,0,0,0,0,270,201,58,80,107,107,97,107,292,290,263,168
MAGE,62,14,83,107,30,35,64,78,49,64,46,84,124,6,12,34,4,5,26,26,7,26,0,0,0,0,253,200,60,73,92,274,100,92,212,295,245,85
MAGE,63,10,136,130,40,90,75,75,67,75,108,54,194,61,7,34,4,5,37,37,7,37,0,0,0,0,290,237,71,306,110,110,118,110,290,273,280,320
MAGE,64,4,133,163,45,70,88,88,75,88,209,0,182,94,43,63,26,25,55,55,43,55,0,0,0,0,220,200,60,111,117,117,100,117,297,0,244,273
MAGE,65,21,117,138,51,54,81,81,72,81,168,43,191,0,7,34,4,5,7,7,7,7,0,0,0,0,296,225,221,125,122,122,123,122,298,300,291,0
MAGE,66,14,110,129,37,44,70,70,51,70,79,103,198,9,13,34,4,5,43,43,7,43,0,0,0,0,282,190,134,170,117,117,117,117,300,301,302,125
MAGE,67,8,59,144,35,44,76,76,59,76,205,36,212,0,13,34,8,5,30,30,13,30,0,0,55,0,104,192,62,95,109,109,104,109,298,290,296,0
MAGE,68,3,151,163,42,53,76,76,69,76,201,100,254,0,80,152,29,44,68,68,49,68,0,0,251,0,213,171,48,60,87,87,80,87,306,300,257,0
MAGE,69,7,191,160,54,102,100,100,89,100,147,44,244,36,67,69,40,50,80,80,67,80,0,0,200,0,288,197,72,309,117,117,120,117,305,308,279,253
MAGE,70,15,85,108,29,38,59,59,42,59,100,0,249,8,13,34,8,5,24,24,13,24,0,0,60,0,305,209,120,294,110,110,124,110,303,0,305,126
MAGE,71,7,130,144,63,82,86,86,77,86,125,87,254,39,13,68,8,5,47,47,13,47,0,0,220,0,255,206,156,268,125,125,123,125,308,304,302,275
MAGE,72,17,111,128,37,46,70,70,62,70,170,39,208,17,13,34,4,5,7,7,7,7,0,0,0,0,306,216,70,105,110,110,117,110,317,312,318,287
MAGE,73,9,146,99,38,56,82,82,63,82,66,71,197,23,10,34,6,5,37,37,10,37,0,0,55,0,304,178,70,120,127,127,117,127,260,295,307,206
MAGE,74,9,114,137,42,56,78,78,70,78,205,0,182,0,30,34,18,5,52,52,30,52,0,0,0,0,250,208,70,125,126,126,117,126,300,0,302,0
MAGE,75,8,118,170,38,43,73,73,64,73,198,73,237,0,7,34,4,5,37,37,7,37,0,0,0,0,263,208,66,105,110,110,110,110,312,309,315,0
MAGE,76,10,152,119,45,58,85,85,75,85,125,77,223,0,37,49,14,5,34,34,24,34,0,0,87,0,283,205,69,109,116,116,115,116,312,310,302,0
MAGE,77,12,140,158,40,69,83,83,68,83,95,155,212,27,13,34,8,5,43,43,13,43,0,0,0,0,290,225,68,290,117,117,113,117,308,310,304,320
MAGE,78,9,90,106,34,41,71,71,57,71,174,37,147,0,7,34,4,5,30,30,7,30,0,0,0,0,242,203,60,75,91,91,100,91,315,215,310,0
MAGE,79,11,98,137,36,46,74,74,60,74,163,42,222,0,20,34,8,5,20,20,13,20,0,0,81,0,223,271,66,110,115,115,110,115,313,260,299,0
MAGE,80,15,114,96,36,42,80,80,60,80,101,58,185,0,7,34,4,5,17,17,7,17,0,0,0,0,256,202,59,75,108,108,98,108,319,322,323,0
MAGE,81,10,112,89,31,46,70,70,51,70,120,39,115,33,7,34,4,5,37,37,7,37,0,0,0,0,297,205,70,290,117,117,117,117,311,300,300,327
MAGE,82,13,120,127,42,48,75,75,70,75,158,43,200,0,7,34,4,5,30,30,7,30,0,0,0,0,335,226,78,109,124,124,130,124,316,290,305,0
MAGE,83,4,209,154,56,64,88,88,94,88,150,136,266,0,77,78,46,50,80,80,77,80,0,0,242,0,303,200,70,70,93,93,117,93,301,292,300,0
MAGE,84,11,76,127,49,44,67,67,59,67,92,69,191,0,7,34,4,5,7,7,7,7,0,0,0,0,300,240,206,110,117,117,122,117,323,320,314,0
MAGE,85,6,150,123,44,62,85,85,73,85,158,46,143,0,13,34,5,5,35,35,8,35,0,0,0,0,301,221,75,116,121,121,125,121,330,276,252,0
MAGE,86,8,211,199,52,68,88,88,87,88,161,109,193,0,27,74,16,5,38,38,27,38,0,0,0,0,316,237,74,115,110,110,123,110,322,290,322,0
MAGE,87,8,134,190,40,42,77,77,66,77,233,49,244,0,7,34,4,5,43,43,7,43,0,0,55,0,308,272,64,72,100,100,107,100,330,327,299,0
MAGE,88,11,65,88,22,29,53,69,37,53,133,20,133,0,7,34,4,5,7,7,7,7,0,0,0,0,222,208,70,81,120,281,117,120,327,156,300,0
MAGE,89,7,184,142,43,92,83,83,72,83,0,166,196,48,7,62,4,5,37,37,7,37,0,0,0,0,323,217,74,315,123,123,123,123,0,324,310,334
MAGE,90,16,188,153,50,63,90,90,82,90,85,135,189,0,13,34,8,5,25,25,13,25,0,0,0,0,328,221,78,120,123,123,130,123,325,329,325,0
MAGE,91,8,159,180,51,66,93,93,105,93,141,92,226,0,37,51,22,5,57,57,37,57,0,0,80,0,319,219,75,118,121,121,285,121,330,316,326,0
